Atomic_Number,Symbol,Element_Name,Mass_Excess_keV,Mass_Uncertainty_keV,Half_Life,Spin_Parity,Year,Decay_Modes,Mass_Number,Isomer
0,n,neutron,8071.3181,0.0004,,,1932.0,β−=100,1,
1,H,Hydrogen,7288.9710,0.0001,STABLE,,1920.0,IS=99.985578,1,
1,H,Hydrogen,13135.7229,0.0001,STABLE,,3.0,IS=0.014578,2,
1,H,Hydrogen,14949.8109,0.0001,,,0.0,β−=100,3,
1,H,Hydrogen,24620,100,,,100.0,n=100,4,
1,H,Hydrogen,32890,90,,,90.0,2n=100,5,
1,H,Hydrogen,41880,250,,,250.0,,6,
1,H,Hydrogen,49140#,1000#,,,652.0,,7,
2,He,Helium,14931.2188,0.0001,STABLE,,98.0,IS=0.00022,3,
2,He,Helium,2424.9158,0.0001,STABLE,0+,98.0,IS=99.99982,4,
2,He,Helium,11231,20,,,20.0,n=100,5,
2,He,Helium,17592.10,0.05,806.92ms0.24,0+,1936.0,β−=100;β−d=0.00027818,6,
2,He,Helium,26073,8,,,1967.0,n=100,7,
2,He,Helium,31609.68,0.09,119.5ms1.5,0+,1965.0,β−=100;β−n=161;,8,
2,He,Helium,40940,50,,,50.0,n=100,9,
2,He,Helium,49200,90,,0+,90.0,2n=100,10,
3,Li,Lithium,28670#,2000#,p-unstable,,98.0,,3,i
3,Li,Lithium,25320,210,,,210.0,p=100,4,i
3,Li,Lithium,11680,50,,,50.0,p=100,5,i
3,Li,Lithium,14086.8804,0.0014,STABLE,,2.0,IS=4.85171,6,i
3,Li,Lithium,17649.76,0.10,,,56.0,IT=100,6,i
3,Li,Lithium,14907.105,0.004,STABLE,,3.0,IS=95.15171,7,i
3,Li,Lithium,26150,30,,,30.0,,7,i
3,Li,Lithium,20945.80,0.05,838.7ms0.3,2+,1935.0,β−=100;β−α=100,8,i
3,Li,Lithium,31768,5,,,5.0,,8,i
3,Li,Lithium,24954.91,0.19,178.2ms0.4,,1951.0,β−=100;β−n=50.510,9,i
3,Li,Lithium,33053,13,,,13.0,n=100,10,i
3,Li,Lithium,33250,40,,1+,40.0,IT=100,10,m
3,Li,Lithium,33530,40,,,40.0,IT=100,10,n
3,Li,Lithium,40728.3,0.6,8.75ms0.06,,1966.0,β−=100;β−n=86.39;,11,i
3,Li,Lithium,49010,30,,,30.0,,12,i
3,Li,Lithium,56980,70,,,70.0,2n=100,13,i
4,Be,Beryllium,37140#,2000#,p-unstable,,18.0,,5,
4,Be,Beryllium,18375,5,,0+,2.0,2p=100,6,
4,Be,Beryllium,15769.00,0.07,,,3.0,ε=100,7,
4,Be,Beryllium,26750,30,,,30.0,,7,i
4,Be,Beryllium,4941.67,0.04,,0+,5.0,α=100,8,
4,Be,Beryllium,21568,3,,,2004.0,,8,i
4,Be,Beryllium,11348.45,0.08,STABLE,,6.0,IS=100,9,
4,Be,Beryllium,25738.8,1.7,,,6.0,,9,i
4,Be,Beryllium,12607.49,0.08,1.387My0.012,0+,1935.0,β−=100,10,
4,Be,Beryllium,33787,21,,,21.0,,10,i
4,Be,Beryllium,20177.17,0.24,,,1958.0,β−=100;β−α=3.31;,11,
4,Be,Beryllium,41336,20,,,20.0,,11,i
4,Be,Beryllium,25077.8,1.9,21.46ms0.05,0+,17.0,β−=100;β−n=0.503,12,
4,Be,Beryllium,27328.8,2.1,,0+,2251.0,IT=100,12,m
4,Be,Beryllium,33659,10,,,10.0,,13,
4,Be,Beryllium,35160,50,,,50.0,,13,p
4,Be,Beryllium,39950,130,4.53ms0.27,0+,130.0,β−=100;β−n=866;β−2n=52;,14,
4,Be,Beryllium,41470,60,,,60.0,,14,p
4,Be,Beryllium,49830,170,,,170.0,n=100,15,
4,Be,Beryllium,57450,170,,0+,170.0,2n=100,16,
5,B,Boron,47320#,2000#,p-unstable,,,,6,
5,B,Boron,27677,25,,,25.0,p=100,7,
5,B,Boron,22921.6,1.0,771.9ms0.9,2+,1950.0,β+=100;β+α=100,8,
5,B,Boron,12416.5,0.9,,,800.0,p=100,9,
5,B,Boron,12050.611,0.015,STABLE,,7.0,IS=19.6544,10,
5,B,Boron,8667.708,0.012,STABLE,,12.0,IS=80.3544,11,
5,Bj,Boron,42230,80,,,80.0,,11,
5,B,Boron,13369.4,1.3,20.20ms0.02,,17.0,β−=100;β−α=0.602,12,
5,B,Boron,16561.9,1.0,17.16ms0.18,,1956.0,β−=100;β−n=0.26636,13,
5,B,Boron,23664,21,12.36ms0.29,,21.0,β−=100;β−n=6.0423;,14,
5,B,Boron,28957,21,10.18ms0.35,,21.0,β−=100;β−n=98.710;,15,
5,B,Boron,37112,25,,,25.0,,16,
5,B,Boron,43720,200,5.08ms0.05,,200.0,β−=100;β−n=631;,17,
5,B,Boron,51790,200,<26ns,,200.0,n=100,18,
5,B,Boron,59770,530,2.92ms0.13,,530.0,β−=100;β−n=719;,19,
5,B,Boron,69400,550,,,550.0,n=100;β−n?;β−2n?,20,
5,B,Boron,78380,560,,,560.0,2n=100,21,
6,C,Carbon,35064,18,,0+,18.0,2p=100,8,
6,C,Carbon,28911.0,2.1,126.5ms0.9,,1964.0,β+=100;β+p=7.56;,9,
6,C,Carbon,15698.67,0.07,,0+,1949.0,β+=100,10,
6,C,Carbon,10649.40,0.06,,,1934.0,β+=100,11,
6,Ci,Carbon,22810,40,,,40.0,p=?,11,i
6,C,Carbon,0.0,0.0,STABLE,0+,17.0,IS=98.946,12,
6,Cj,Carbon,27595.0,2.4,,,17.0,,12,
6,Ci,Carbon,15108,3,,,17.0,IT=?;α?,12,i
6,C,Carbon,3125.0093,0.0002,STABLE,,1.0,IS=1.066,13,
6,Ci,Carbon,18233.8,1.1,,,0.0,IT=0.827;n?;α?,13,i
6,C,Carbon,3019.893,0.004,,0+,1.0,β−=100,14,
6,Ci,Carbon,25120,100,,,100.0,IT=100,14,i
6,C,Carbon,9873.1,0.8,,1/2+,2.0,β−=100,15,
6,C,Carbon,13694,4,750ms6,0+,99.0,β−=100;β−n=99.03,16,
6,C,Carbon,21032,17,193ms6,3/2+,17.0,β−=100;β−n=28.413;,17,
6,C,Carbon,24920,30,92ms2,0+,30.0,β−=100;β−n=31.515;,18,
6,C,Carbon,32410,100,46.2ms2.3,1/2+,100.0,β−=100;β−n=473;β−2n=73,19,
6,C,Carbon,37500,230,16ms3,0+,230.0,β−=100;β−n=7011;,20,
6,C,Carbon,45640#,600#,<30ns,,,,21,
6,C,Carbon,53610,230,6.2ms1.3,0+,230.0,β−=100;β−n=6114;β−2n<37,22,
6,C,Carbon,64170#,1000#,,,,,23,
7,N,Nitrogen,38800,400,,,400.0,,10,
7,N,Nitrogen,24366,5,,1/2+,585.0,p=100,11,
7,Nm,Nitrogen,25110,60,,,60.0,p=100,11,m
7,N,Nitrogen,17338.1,1.0,11.000ms0.016,,1949.0,β+=100;β+α=1.934,12,
7,N,Nitrogen,5345.48,0.27,,,0.0,β+=100,13,
7,N,Nitrogen,2863.4168,0.0002,STABLE,,1.0,IS=99.6205247,14,
7,N,Nitrogen,101.4381,0.0006,STABLE,,2.0,IS=0.3795247,15,
7,N,Nitrogen,5683.9,2.3,,,1933.0,β−=100;β−α=0.001545,16,
7,Nm,Nitrogen,5804.3,2.3,,,1957.0,IT≈100;β−=0.00038925,16,m
7,N,Nitrogen,7870,15,,,7870.0,β−=100;β−n=95.17;,17,
7,N,Nitrogen,13113,19,619.2ms1.9,,19.0,β−=100;β−n=7.015;,18,
7,N,Nitrogen,15856,16,336ms3,,16.0,β−=100;β−n=41.89,19,
7,N,Nitrogen,21770,80,136ms3,,80.0,β−=100;β−n=42.914;,20,
7,N,Nitrogen,25230,130,85ms5,,130.0,β−=100;β−n=873;β−2n?,21,
7,N,Nitrogen,31760,210,23ms3,,210.0,β−=100;β−n=343;,22,
7,N,Nitrogen,36720,420,13.9ms1.4,,420.0,β−=100;β−n=426;β−2n=84;,23,
7,N,Nitrogen,46940#,400#,<52ns,,,,24,
7,N,Nitrogen,55980#,500#,<260ns,,,,25,
8,O,Oxygen,47740,60,,,60.0,2p=100,11,
8,O,Oxygen,32013,12,,0+,12.0,2p=100,12,
8,O,Oxygen,23115,10,8.58ms0.05,,10.0,β+=100;β+p=10.92,13,
8,O,Oxygen,8007.781,0.025,,0+,1949.0,β+=100,14,
8,O,Oxygen,2855.6,0.5,,,1934.0,β+=100,15,
8,Oi,Oxygen,14020#,40#,,,,p=100,15,i
8,Oj,Oxygen,17984,4,,,99.0,,16,
8,Oi,Oxygen,8059,4,,,8059.0,IT=100,16,i
8,Op,Oxygen,8231.60,0.27,,,,p=784;α=224;IT=0.283,16,p
8,Oi,Oxygen,10270.02,0.17,,,99.0,β−?;n?;IT=0.4214,17,i
8,Oi,Oxygen,15495,20,,,20.0,,18,i
8,O,Oxygen,3332.9,2.6,,5/2+,1936.0,β−=100,19,
8,O,Oxygen,3796.2,0.9,,0+,98.0,β−=100,20,
8,O,Oxygen,8062,12,,,8062.0,β−=100;β−n?,21,
8,O,Oxygen,9280,60,,0+,9280.0,β−=100;β−n<22,22,
8,O,Oxygen,14620,120,97ms8,1/2+,120.0,β−=100;β−n=72,23,
8,O,Oxygen,18500,160,77.4ms4.5,0+,160.0,β−=100;β−n=434,24,
8,O,Oxygen,27330,170,,,170.0,n=100,25,
8,O,Oxygen,34660,160,,0+,160.0,2n=100,26,
8,O,Oxygen,44670#,500#,<260ns,,,,27,
8,O,Oxygen,52080#,700#,<100ns,0+,,2n?;β−=0,28,
9,F,Fluorine,42030#,500#,,,,,13,
9,F,Fluorine,31960,40,,,40.0,,14,
9,F,Fluorine,16567,14,,1/2+,14.0,p=100,15,
9,F,Fluorine,10675,5,,,21.0,p=100,16,
9,F,Fluorine,1951.70,0.25,,5/2+,1934.0,β+=100,17,
9,Fi,Fluorine,13144.7,1.9,,,99.0,,17,i
9,F,Fluorine,873.1,0.5,,1+,1937.0,β+=100,18,
9,Fi,Fluorine,1914.7,0.5,,,96.0,IT=100,18,i
9,Fi,Fluorine,6052.2,0.9,,,96.0,IT=100,19,i
9,Fi,Fluorine,6503,3,,,6503.0,,20,i
9,F,Fluorine,2793,12,,,2793.0,β−=100;β−n<11,22,
9,F,Fluorine,3290,30,,5/2+,3290.0,β−=100;β−n<14,23,
9,F,Fluorine,7540,100,384ms16,3+,7540.0,β−=100;β−n<5.9,24,
9,F,Fluorine,11330,100,80ms9,,100.0,β−=100;β−n=23.145;,25,
9,F,Fluorine,18670,110,8.2ms0.9,1+,110.0,β−=100;β−n=13.540;,26,
9,F,Fluorine,25130,120,5.0ms0.2,,120.0,β−=100;β−n=7721;β−2n?,27,
9,F,Fluorine,33400,120,,,120.0,n=100,28,
9,F,Fluorine,40150,530,2.5ms0.3,,530.0,β−=100;β−n=6040;β−2n?,29,
9,F,Fluorine,48960#,500#,<260ns,,,,30,
9,F,Fluorine,56840#,540#,2#ms>260ns,,1999.0,,31,
10,Ne,Neon,40220,70,,,70.0,2p=100,15,
10,Ne,Neon,23987,20,,0+,20.0,2p=100,16,
10,Ne,Neon,16500.5,0.4,109.2ms0.6,,1963.0,β+=100;β+p=94.429;,17,
10,Ne,Neon,5317.6,0.4,1664.20ms0.47,0+,1954.0,β+=100,18,
10,Ne,Neon,1752.05,0.16,,,1939.0,β+=100,19,
10,Ne,Neon,9253,9,,,9253.0,,19,i
10,Ne,Neon,3230.5,2.0,,,98.0,IT=100,20,i
10,Ne,Neon,3129.0,0.3,,,15.0,,21,i
10,Ne,Neon,5855,10,,,5855.0,,22,i
10,Ne,Neon,481,18,197ms2,0+,481.0,β−=100;β−n=0.133,26,
10,Ne,Neon,7050,90,30.9ms1.1,,7050.0,β−=100;β−n=2.05;β−2n?,27,
10,Ne,Neon,11300,130,18.8ms0.2,0+,130.0,β−=100;β−n=121;,28,
10,Ne,Neon,18400,150,14.7ms0.4,,150.0,β−=100;β−n=285;β−2n=41,29,
10,Ne,Neon,23280,250,7.22ms0.18,0+,250.0,β−=100;β−n=134;,30,
10,Ne,Neon,31180,270,3.4ms0.8,,270.0,β−=100;β−n?;β−2n?,31,
10,Ne,Neon,37000#,500#,3.5ms0.9,0+,11.0,β−=100;β−n?;β−2n?,32,
10,Ne,Neon,46130#,600#,<260ns,,,,33,
10,Ne,Neon,52840#,510#,,0+,2002.0,,34,
11,Na,Sodium,34720,60,,,60.0,p=100,17,
11,Na,Sodium,25040,90,,,90.0,p=?,18,
11,Na,Sodium,12929,11,,,11.0,p=100,19,
11,Na,Sodium,6850.5,1.1,447.9ms2.3,,1950.0,β+=100;β+α=25.04,20,
11,Na,Sodium,13348.9,1.2,,,98.0,p=100,20,i
11,Na,Sodium,6790,4,,,6790.0,,21,i
11,Na,Sodium,2680,7,43.2ms0.4,,2680.0,β−=100;β−n=223;β−2n?,29,
11,Na,Sodium,8475,5,45.9ms0.7,,8475.0,β−=100;β−n=28.622;,30,
11,Na,Sodium,12246,14,16.8ms0.3,,14.0,β−=100;β−n=36.035;,31,
11,Na,Sodium,18640,40,12.9ms0.3,,40.0,β−=100;β−n=266;,32,
11,Na,Sodium,23780,450,8.2ms0.4,,450.0,β−=100;β−n=476;,33,
11,Na,Sodium,31680,600,5.5ms1.0,1+,600.0,β−=100;β−2n≈50;β−n≈15,34,
11,Na,Sodium,37830#,670#,1.5ms0.5,,11.0,β−=100;β−n?;β−2n?,35,
11,Na,Sodium,45900#,690#,<180ns,,,,36,
11,Na,Sodium,53130#,690#,,,2002.0,,37,
11,Na,Sodium,61910#,720#,<400ns,,,,38,
11,Na,Sodium,69980#,740#,1#ms>400ns,,2019.0,,39,
12,Mg,Magnesium,31840,60,,,60.0,2p=100,19,
12,Mg,Magnesium,17477.7,1.9,90.4ms0.5,0+,1974.0,β+=100;β+p=30.312,20,
12,Mg,Magnesium,10903.9,0.8,120.0ms0.4,,1963.0,β+=100;β+p=20.121;,21,
12,Mg,Magnesium,13644,6,,,,α=?;p=?,22,i
12,Mg,Magnesium,2329.3,0.6,,,1981.0,IT≈100;p=0.178,23,i
12,Mg,Magnesium,4962.9,2.7,92.0ms1.2,,1979.0,β−=100;β−n=142;β−2n?,33,
12,Mg,Magnesium,8323,7,44.9ms0.4,0+,8323.0,β−=100;β−n=217;β−2n<0.1,34,
12,Mg,Magnesium,15640,270,11.3ms0.6,,270.0,β−=100;β−n=5246;β−2n?,35,
12,Mg,Magnesium,20380,690,3.9ms1.3,0+,690.0,β−=100;β−n=4812;β−2n?,36,
12,Mg,Magnesium,28210,700,8ms4,,700.0,,37,
12,Mg,Magnesium,34070#,500#,2#ms>260ns,0+,17.0,β−=100#;β−n?;β−2n?,38,
12,Mg,Magnesium,42780#,510#,<180ns,,18.0,,39,
12,Mg,Magnesium,49550#,500#,1#ms>170ns,0+,2007.0,,40,
12,Mg,Magnesium,58100#,500#,,,,,41,
13,Al,Aluminium,27090#,600#,<35ns,,,,21,
13,Al,Aluminium,18200#,400#,91.1ms0.5,(4)+,15.0,β+=100;β+p=553;,22,
13,Al,Aluminium,6748.1,0.3,446ms6,5/2+,1969.0,β+=100;β+p=1.225,23,
13,Al,Aluminium,18470,40,,,40.0,p=0.105;2p=3.64,23,i
13,Al,Aluminium,5900,3,,,5900.0,,24,i
13,Al,Aluminium,376.99,0.25,130ms3,1+,7.0,IT=82.530;β+=17.530;,24,m
13,Al,Aluminium,5950,150,90ms40,,5950.0,β−=100;β−n<31;β−2n?,36,
13,Al,Aluminium,9810,180,11.4ms0.3,,9810.0,β−=100;β−n=525;β−2n>1,37,
13,Al,Aluminium,16470#,150#,9.0ms0.7,,1989.0,β−=100;β−n=8419;β−2n?,38,
13,Al,Aluminium,21490#,300#,7.6ms1.6,,18.0,β−=100;β−n=9722;β−2n?,39,
13,Al,Aluminium,28820#,300#,10#ms>260ns,,17.0,,40,
13,Al,Aluminium,34590#,400#,6#ms>260ns,,1997.0,,41,
13,Al,Aluminium,41990#,500#,3#ms>170ns,,16.0,,42,
13,Al,Aluminium,48270#,600#,4#ms>170ns,,15.0,,43,
14,Si,Silicon,33640#,500#,28.7ms1.1,0+,1987.0,β+=100;β+p=625;,22,i
14,Si,Silicon,23950#,500#,42.3ms0.4,,1986.0,β+=100;β+p≈88;β+2p=3.63,23,i
14,Si,Silicon,10745,19,143.2ms2.1,0+,19.0,β+=100;β+p=34.514,24,i
14,Si,Silicon,3827,10,220.6ms1.0,5/2+,3827.0,β+=100;β+p=352,25,i
14,Si,Silicon,5874,4,,,5874.0,,26,i
14,Si,Silicon,2320,140,41.2ms4.1,,2320.0,β−=100;β−n=333;β−2n?,39,i
14,Si,Silicon,5670,120,31.2ms2.6,0+,5670.0,β−=100;β−n=385;β−2n?,40,i
14,Si,Silicon,13200#,300#,20.0ms2.5,,16.0,β−=100;β−n>55;β−2n?,41,i
14,Si,Silicon,16840#,300#,12.5ms3.5,0+,16.0,β−=100;β−n?;β−2n?,42,i
14,Si,Silicon,24330#,400#,30#ms>260ns,,2002.0,,43,i
14,Si,Silicon,29310#,500#,4#ms>360ns,0+,11.0,,44,i
14,Si,Silicon,37090#,600#,,,,,45,i
15,P,Phosphorus,34020#,500#,,,,,24,
15,P,Phosphorus,20190#,400#,<30ns,,,,25,
15,P,Phosphorus,10970#,200#,43.6ms0.3,(3)+,1983.0,β+=100;β+p=35.114;,26,
15,Pi,Phosphorus,12010,30,,,30.0,,27,i
15,P,Phosphorus,1090,100,48.5ms1.5,,1090.0,β−=100;β−n=5020;β−2n?,42,
15,P,Phosphorus,5040#,300#,35.8ms1.3,,1989.0,β−=100;β−n=100;β−2n?,43,
15,P,Phosphorus,11110#,400#,18.5ms2.5,,11.0,β−=100;β−n?;β−2n?,44,
15,P,Phosphorus,15960#,500#,10#ms>200ns,,8.0,,45,
15,P,Phosphorus,22840#,500#,9#ms>200ns,,1990.0,,46,
15,P,Phosphorus,28810#,600#,4#ms>400ns,,2018.0,,47,
16,S,Sulfur,27680#,600#,<79ns,0+,,,26,
16,S,Sulfur,17490#,400#,16.3ms0.2,,1986.0,β+=100;β+p=613;,27,
16,S,Sulfur,4070,160,125ms10,0+,4070.0,β+=100;β+p=20.719,28,
16,S,Sulfur,640#,400#,50ms8,0+,10.0,β−=100;β−n?;β−2n?,46,
16,S,Sulfur,7200#,400#,24#ms>200ns,,1989.0,,47,
16,S,Sulfur,12390#,500#,10#ms>200ns,0+,6.0,,48,
16,S,Sulfur,20390#,580#,4#ms>400ns,,2018.0,,49,
17,Cl,Chlorine,28270#,500#,>100ns,,2018.0,p=100,28,
17,Cl,Chlorine,14020#,190#,,,1993.0,p=100,29,
17,Cl,Chlorine,4675,24,>100ns,,4675.0,p=100,30,
17,Cl,Chlorine,5256,3,,,5256.0,,31,i
17,Cl,Chlorine,740#,400#,35#ms>200ns,,1989.0,,49,
17,Cl,Chlorine,7700#,400#,10#ms>620ns,,2009.0,,50,
17,Cl,Chlorine,14290#,700#,5#ms>200ns,,16.0,,51,
17,Cl,Chlorine,22360#,700#,2#ms>400ns,,2018.0,,52,
18,Ar,Argon,37970#,440#,>100ns,,2018.0,2p=100,29,r
18,Ar,Argon,22070#,180#,,0+,,2p=100,30,r
18,Ar,Argon,11330#,200#,15.0ms0.3,,1986.0,β+=100;β+p=68.33;,31,r
18,Ar,Argon,6790#,700#,20#ms>620ns,,2009.0,,53,r
18,Ar,Argon,12560#,800#,5#ms>400ns,0+,2018.0,,54,r
19,K,Potassium,34260#,300#,,,2019.0,3p=100,31,
19,K,Potassium,21990#,400#,,,,,32,
19,Km,Potassium,22940#,410#,,,,,32,m
19,K,Potassium,7540#,200#,<25ns,,,,33,
19,K,Potassium,470#,500#,10#ms>620ns,,2009.0,,55,
19,K,Potassium,7980#,600#,5#ms>620ns,,2009.0,,56,
19,K,Potassium,14130#,600#,2#ms>400ns,,2018.0,,57,
19,K,Potassium,21930#,700#,2#ms>400ns,,2019.0,,58,
19,K,Potassium,28750#,800#,1#ms>400ns,,2018.0,,59,
20,Ca,Calcium,31030#,400#,,,,,33,
20,Ca,Calcium,14890#,300#,<35ns,0+,,,34,
20,Ca,Calcium,5190#,200#,25.7ms0.2,,1985.0,β+=100;β+p=95.814;,35,
20,Ca,Calcium,5810#,600#,5#ms>400ns,,2018.0,,59,
20,Ca,Calcium,11000#,700#,2#ms>400ns,0+,2018.0,,60,
20,Ca,Calcium,19010#,800#,,,,,61,
21,Sc,Scandium,27100#,400#,,,,,35,
21,Sc,Scandium,3780#,300#,,,,,37,
21,Sc,Scandium,500#,600#,7#ms>620ns,,2009.0,,61,
21,Sc,Scandium,7310#,600#,2#ms>400ns,,2018.0,,62,
21,Sc,Scandium,13070#,700#,,,,,63,
22,Ti,Titanium,25170#,400#,,,,,37,i
22,Ti,Titanium,11370#,300#,<120ns,0+,,,38,i
22,Ti,Titanium,2500#,200#,28.5ms0.9,,1990.0,β+=100;β+p=93.728;,39,i
22,Ti,Titanium,5210#,700#,,,,,65,i
23,V,Vanadium,22570#,400#,,,,,39,
23,V,Vanadium,12470#,300#,,,,,40,
23,V,Vanadium,310#,200#,,,,,41,
24,Cr,Chromium,20410#,400#,,,,,41,r
24,Cr,Chromium,7060#,300#,13.3ms1.0,0+,16.0,β+≈100;β+p=94.450;2p?,42,r
25,Mn,Manganese,17370#,400#,,,,,43,n
25,Mn,Manganese,7460#,300#,<105ns,,11.0,,44,n
26,Fe,Iron,14410#,280#,2.5ms0.2,,1996.0,2p=704;β+=304;,45,
26,Fe,Iron,1210#,300#,13.0ms2.0,0+,1992.0,β+=100;β+p=78.738;,46,
27,Co,Cobalt,10620#,600#,,,,,47,o
27,Co,Cobalt,1730#,500#,,,6.0,,48,o
28,Ni,Nickel,29580,4,,,,,12,i
28,Ni,Nickel,20410.59,0.18,,,0.0,IT=4.93;p?;α?,13,i
28,Ni,Nickel,5176.007,0.010,,,1963.0,IT=100,14,i
28,Ni,Nickel,11717,4,,,2.0,n?;p?;IT=0.0052319,15,i
28,Ni,Nickel,15613,7,,,9929.0,,16,i
28,Ni,Nickel,18180#,420#,2.8ms0.8,0+,2000.0,2p=7020;β+=3020;β+p?,48,i
28,Ni,Nickel,8530#,600#,7.5ms1.0,,8.0,β+=100;β+p=83.413.2,49,i
61,Pm,Promethium,11130#,200#,,,115.0,IT=100,26,m
79,Au,Gold,2680#,400#,>300ns,,2010.0,,210,u
80,Hg,Mercury,5420#,300#,,0+,310.0,α=100,170,
80,Hg,Mercury,3340#,310#,,,70.0,,171,
80,Hg,Mercury,3020#,300#,>300ns,0+,2010.0,,212,
80,Hg,Mercury,8200#,300#,>300ns,,2010.0,,213,
80,Hg,Mercury,11770#,400#,>300ns,0+,2010.0,,214,
80,Hg,Mercury,17110#,400#,600#ms>300ns,,2010.0,,215,
80,Hg,Mercury,20920#,400#,>300ns,0+,2010.0,,216,
81,Tl,Thallium,580,80,6.2ms2.3,,580.0,,176,
81,Tl,Thallium,1784,27,,,1784.0,β−=100;β−n=7.634,213,
81,Tl,Thallium,2460#,300#,,,,IT=100,213,m
81,Tl,Thallium,3030#,100#,,,,IT=100,213,n
81,Tl,Thallium,6470#,200#,,,2010.0,β−=100;β−n=3412,214,
81,Tl,Thallium,10030#,300#,,,2010.0,β−=100;β−n=4.646,215,
81,Tl,Thallium,14870#,300#,,,2010.0,β−=100;β−n<11.5,216,
81,Tl,Thallium,18660#,400#,>300ns,,2010.0,,217,
81,Tl,Thallium,23710#,400#,,,,,218,
