Atomic_Number,Symbol,Element_Name,Mass_Excess_keV,Mass_Uncertainty_keV,Half_Life,Spin_Parity,Year,Decay_Modes,Mass_Number,Isomer
82,Pb,Lead,3573,23,,0+,3573.0,,178,
82,Pb,Lead,2050,80,2.7ms0.2,,2050.0,α=100,179,
82,Pb,Lead,1237,20,,,1237.0,IT=100,214,m
82,Pb,Lead,4340,50,,,4340.0,β−=100,215,
82,Pb,Lead,7510#,200#,,0+,2010.0,β−=100,216,
82,Pb,Lead,9020#,200#,,,1514.0,IT=100,216,m
82,Pb,Lead,12260#,300#,,,2010.0,β−=100,217,
82,Pb,Lead,15630#,300#,,0+,2009.0,β−=100,218,
82,Pb,Lead,20620#,400#,>300ns,,2009.0,,219,
82,Pb,Lead,24130#,400#,>300ns,0+,2010.0,,220,
83,Bi,Bismuth,33546,8,,,5.0,,8,i
83,Bi,Bismuth,27071.0,2.3,,,6.0,,9,i
83,Bi,Bismuth,13790.66,0.04,,,7.0,IT=100,10,i
83,Bi,Bismuth,21228,9,,,12.0,,11,i
83,Bi,Bismuth,26088,19,,,19.0,,12,i
83,Bi,Bismuth,40728,20,,,20.0,,14,i
83,Bi,Bismuth,1250#,120#,6.6ms1.5,,10.0,α=100,184,i
83,Bi,Bismuth,1400#,160#,13ms2,,10.0,α=100,184,m
83,Bi,Bismuth,1629,6,,,1629.0,β−=100,215,i
83,Bi,Bismuth,2996#,21#,,,13.0,IT=76.95;β−=23.15,215,m
83,Bi,Bismuth,5874,11,,,5874.0,β−=100,216,i
83,Bi,Bismuth,5898,15,,,5898.0,β−=100,216,m
83,Bi,Bismuth,8730,18,,,8730.0,β−=100,217,i
83,Bi,Bismuth,10221,27,,,27.0,IT=100,217,m
83,Bi,Bismuth,13216,27,,,27.0,β−=100,218,i
83,Bi,Bismuth,16320#,200#,,,2009.0,β−=100;β−n?,219,i
83,Bi,Bismuth,20960#,300#,,,2010.0,β−=100;β−n?,220,i
83,Bi,Bismuth,24200#,300#,>300ns,,2009.0,,221,i
83,Bi,Bismuth,28950#,300#,>300ns,,2009.0,,222,i
83,Bi,Bismuth,32240#,400#,>300ns,,2009.0,,223,i
83,Bi,Bismuth,37070#,400#,>300ns,,2010.0,,224,i
84,Po,Polonium,4102,18,,0+,4102.0,,186,o
84,Po,Polonium,2830,40,0.5ms,,2830.0,,187,m
84,Po,Polonium,2820,30,1.40ms0.25,,2820.0,,187,o
84,Po,Polonium,1782.3,1.8,144.0ms0.6,0+,1910.0,α=100;2β−?,216,o
84,Po,Polonium,5883,7,,,5883.0,α=97.514;β−=2.514,217,o
84,Po,Polonium,8356.7,2.0,,0+,19.0,α=99.9802;β−=0.0202,218,o
84,Po,Polonium,12681,16,,,16.0,β−=71.820;α=28.220,219,o
84,Po,Polonium,15263,18,>300ns,0+,18.0,,220,o
84,Po,Polonium,19774,20,,,20.0,β−=100,221,o
84,Po,Polonium,22490,40,,0+,40.0,β−=100,222,o
84,Po,Polonium,27080#,200#,>300ns,,2010.0,,223,o
84,Po,Polonium,29910#,200#,m>300ns,0+,2010.0,,224,o
84,Po,Polonium,34580#,300#,>300ns,,2010.0,,225,o
84,Po,Polonium,37550#,400#,m>300ns,0+,2010.0,,226,o
84,Po,Polonium,42280#,400#,>300ns,,16.0,,227,o
85,At,Astatine,3922,18,2.2ms0.4,,3922.0,,191,m
85,At,Astatine,3864,16,2.1ms0.8,1/2+,3864.0,,191,t
85,At,Astatine,2926,28,88ms6,,2926.0,α=100;β+?;β+SF<0.51,192,m
85,At,Astatine,2926,28,11.5ms0.6,,2926.0,α=100;β+?;β+SF<0.51,192,t
85,At,Astatine,2417,10,,,2417.0,α=100,216,m
85,At,Astatine,2257,4,,,2257.0,,216,t
85,At,Astatine,4395,5,32.6ms0.3,,4395.0,α=99.9922;β−=0.0082,217,t
85,At,Astatine,8100,12,,,8100.0,,218,t
85,At,Astatine,10396,3,,,56.0,α=93.610;β−=6.410,219,t
85,At,Astatine,14376,14,,,14.0,β−=922;α=82,220,t
85,At,Astatine,16783,14,,,14.0,β−=100,221,t
85,At,Astatine,20953,16,,,16.0,β−=100,222,t
85,At,Astatine,23428,14,,,14.0,,223,t
85,At,Astatine,27711,22,,,22.0,β−=100,224,t
85,At,Astatine,30300#,300#,>300ns,,2010.0,,225,t
85,At,Astatine,34660#,300#,m>300ns,,2010.0,,226,t
85,At,Astatine,37430#,300#,>300ns,,16.0,,227,t
85,At,Astatine,41880#,400#,m>300ns,,2010.0,,228,t
85,At,Astatine,44890#,400#,>300ns,,2010.0,,229,t
86,Rn,Radon,9043,25,1.15ms0.27,,9043.0,,193,n
86,Rn,Radon,5725,17,,0+,5725.0,,194,n
86,Rn,Radon,5131,17,6ms3,13/2+,5131.0,α=100,195,m
86,Rn,Radon,5050,50,7ms3,,5050.0,α=100,195,n
86,Rn,Radon,1975,14,4.7ms1.1,0+,1975.0,,196,n
86,Rn,Radon,1709,16,25.6ms2.5,13/2+,1709.0,,197,m
86,Rn,Radon,1510,16,54ms6,,1510.0,,197,n
86,Rn,Radon,150#,21#,,,201.0,IT=100,211,n
86,Rn,Radon,269,14,,,269.0,IT=100,213,p
86,Rn,Radon,275,9,,,275.0,IT=100,214,m
86,Rn,Radon,253,6,,0+,253.0,α=100,216,n
86,Rn,Radon,3659,4,,9/2+,3659.0,α=100,217,n
86,Rn,Radon,5217.4,2.3,33.75ms0.15,0+,19.0,α=100,218,n
86,Rn,Radon,8829.3,2.1,,,1.0,α=100,219,n
86,Rn,Radon,10612.0,1.8,,0+,11.0,α=100;2β−?,220,n
86,Rn,Radon,14471,6,,,1956.0,β−=781;α=221,221,n
86,Rn,Radon,16372.0,1.9,,0+,1899.0,α=100,222,n
86,Rn,Radon,20390,8,,,1.0,β−=100;α?,223,n
86,Rn,Radon,22445,10,,0+,10.0,β−=100,224,n
86,Rn,Radon,26534,11,,,11.0,β−=100,225,n
86,Rn,Radon,28747,10,,0+,10.0,β−=100,226,n
86,Rn,Radon,32886,14,,,14.0,β−=100,227,n
86,Rn,Radon,35243,18,,0+,18.0,β−=100,228,n
86,Rn,Radon,39362,13,,,13.0,β−=100,229,n
86,Rn,Radon,42170#,200#,>300ns,0+,2010.0,,230,n
86,Rn,Radon,46550#,300#,>300ns,,2010.0,,231,n
87,Fr,Francium,10250,60,2.3ms1.9,,60.0,,197,r
87,Fr,Francium,9580,40,1.1ms0.7,,9580.0,,198,m
87,Fr,Francium,9580,30,15ms3,,9580.0,,198,r
87,Fr,Francium,6817,10,6.5ms0.9,,6817.0,,199,m
87,Fr,Francium,7020#,50#,2.2ms1.2,,,,199,n
87,Fr,Francium,6771,14,6.6ms2.2,,6771.0,,199,r
87,Fr,Francium,6180,60,190ms120,,6180.0,,200,m
87,Fr,Francium,6280#,60#,,,790.0,,200,n
87,Fr,Francium,6130,30,47.5ms2.8,,6130.0,α=100;β+?;β+SF?,200,r
87,Fr,Francium,3718,10,24ms6,1/2+,3718.0,α=100,201,m
87,Fr,Francium,3879,9,,13/2+,3879.0,IT=100,201,n
87,Fr,Francium,3589,9,62.8ms1.9,,3589.0,,201,r
87,Fr,Francium,3359,6,286ms13,,3359.0,α≈100;IT=?;β+?,202,m
87,Fr,Francium,3102,6,372ms12,,3102.0,,202,r
87,Fr,Francium,1237,7,43ms4,1/2+,1237.0,IT=804;α=204,203,m
87,Fr,Francium,1302,6,,13/2+,1302.0,IT=100,203,n
87,Fr,Francium,876,6,550ms10,,876.0,,203,r
87,Fr,Francium,658,25,,,658.0,α=902;β+?,204,m
87,Fr,Francium,934,25,,,934.0,α=5310;IT=4710,204,n
87,Fr,Francium,607,25,,,607.0,α=962;β+?,204,r
87,Fr,Francium,878,12,,,878.0,IT=100,209,m
87,Fr,Francium,1073,13,,(23)+,1073.0,IT=100,210,m
87,Fr,Francium,517,12,,,517.0,IT=100,211,n
87,Fr,Francium,2339,9,,,2339.0,IT=100,212,p
87,Fr,Francium,5017,9,,,5017.0,IT=100,212,q
87,Fr,Francium,4541,5,,,4541.0,IT=100,213,p
87,Fr,Francium,5620#,100#,,,108.0,IT=100,214,p
87,Fr,Francium,318,7,,,318.0,α=100,215,r
87,Fr,Francium,3190,6,,,3190.0,,216,m
87,Fr,Francium,2971,4,,,2971.0,α=100;β+?,216,r
87,Fr,Francium,4315,7,,,4315.0,α=100,217,r
87,Fr,Francium,7147,5,21.9ms0.5,,7147.0,,218,m
87,Fr,Francium,7059,4,1.4ms0.5,,7059.0,α=100,218,r
87,Fr,Francium,8617,7,22.5ms1.7,,8617.0,α=100,219,r
87,Fr,Francium,11482,4,,,11.0,α≈100;β−=0.355,220,r
87,Fr,Francium,13277,5,,,1947.0,α≈100;β−=0.004815;,221,r
87,Fr,Francium,16378,7,,,11.0,β−=100,222,r
87,Fr,Francium,18382.3,1.9,,,1.0,β−≈100;α=0.006,223,r
87,Fr,Francium,21749,11,,,11.0,β−=100,224,r
87,Fr,Francium,21850#,100#,,,,,224,x
87,Fr,Francium,23821,12,,,12.0,β−=100,225,r
87,Fr,Francium,27521,6,,,1969.0,β−=100,226,r
87,Fr,Francium,29682,6,,,16.0,β−=100,227,r
87,Fr,Francium,34390,30,,,30.0,,228,m
87,Fr,Francium,33384,7,,,38.0,β−=100,228,r
87,Fr,Francium,35668,5,,,1975.0,β−=100,229,r
87,Fr,Francium,39487,7,,,12.0,β−=100,230,r
87,Fr,Francium,42081,8,,,1985.0,β−=100,231,r
87,Fr,Francium,46073,14,,,14.0,β−=100;β−SF?,232,r
87,Fr,Francium,48920,20,900ms100,,20.0,β−=100;β−n?,233,r
88,Ra,Radium,11937,20,20ms30,,20.0,α=100,201,
88,Ra,Radium,12200,26,6ms5,13/2+,26.0,α=100,201,m
88,Ra,Radium,9075,15,4.1ms1.1,0+,9075.0,α=100,202,
88,Ra,Radium,8601,10,36ms13,,8601.0,,203,
88,Ra,Radium,8848,10,25ms5,13/2+,8848.0,,203,m
88,Ra,Radium,6061,9,60ms9,0+,6061.0,,204,
88,Ra,Radium,5804,23,220ms50,,5804.0,,205,
88,Ra,Radium,6067,11,180ms50,13/2+,6067.0,,205,m
88,Ra,Radium,3566,18,240ms20,0+,3566.0,,206,
88,Ra,Radium,3510,60,,,3510.0,,207,
88,Ra,Radium,4071,10,57ms8,13/2+,4071.0,IT=85#;α=?;β+?,207,m
88,Ra,Radium,1728,9,,0+,1728.0,α=873;β+?,208,
88,Ra,Radium,3875,9,,,3875.0,IT=100,208,m
88,Ra,Radium,1858,6,,,1858.0,,209,
88,Ra,Radium,2740,6,,13/2+,2740.0,,209,m
88,Ra,Radium,443,9,,0+,443.0,,210,
88,Ra,Radium,2494,9,,8+,2494.0,IT=100,210,m
88,Ra,Radium,832,5,,,832.0,,211,
88,Ra,Radium,2030,5,,13/2+,2030.0,IT=100,211,m
88,Ra,Radium,1759,10,,8+,1759.0,IT=100,212,m
88,Ra,Radium,2414,10,,,2414.0,IT=100,212,n
88,Ra,Radium,346,10,,,346.0,α=872;β+=132,213,
88,Ra,Radium,2114,11,2.20ms0.05,,2114.0,IT≈99;α=0.64,213,m
88,Ra,Radium,93,5,,0+,93.0,α=99.9414;β+=0.0594,214,
88,Ra,Radium,1913,5,,6+,1913.0,IT=100,214,m
88,Ra,Radium,1958,5,,8+,1958.0,IT=99.917;α=0.097,214,n
88,Ra,Radium,2776,5,,,2776.0,IT=100,214,p
88,Ra,Radium,3571,5,,14+,3571.0,IT=100,214,q
88,Ra,Radium,4240,5,,,4240.0,IT=100,214,r
88,Ra,Radium,6670,5,,,6670.0,IT=100,214,x
88,Ra,Radium,2532,7,1.669ms0.009,,2532.0,α=100,215,
88,Ra,Radium,4410,7,,,4410.0,IT=100,215,m
88,Ra,Radium,4779,7,,,4779.0,IT=100,215,n
88,Ra,Radium,6340#,50#,,,555.0,IT=100,215,p
88,Ra,Radium,3291,8,,0+,3291.0,α=100;ε<1e-8,216,
88,Ra,Radium,5890,7,,,5890.0,α=100,217,
88,Ra,Radium,6646,10,,0+,6646.0,α=100,218,
88,Ra,Radium,9394,7,9ms2,(7/2)+,9394.0,α=100,219,
88,Ra,Radium,9411,7,10ms3,(11/2)+,9411.0,,219,m
88,Ra,Radium,10272,8,18.1ms1.2,0+,1949.0,α=100,220,
88,Ra,Radium,12964,5,,,25.0,α=100;14C=1.2e-109,221,
88,Ra,Radium,14320,4,,0+,1948.0,α=100;14C=3.0e-810,222,
88,Ra,Radium,17233.2,2.1,,,1905.0,α=100;14C=8.9e-84,223,
88,Ra,Radium,18825.8,1.8,,0+,1902.0,α=100;14C=4.0e-912,224,
88,Ra,Radium,21993.0,2.6,,,1947.0,β−=100,225,
88,Ra,Radium,23667.6,1.9,,0+,1898.0,α=100;14C=2.6e-96;2β−?,226,
88,Ra,Radium,27177.5,1.9,,,16.0,β−=100,227,
88,Ra,Radium,28940.2,2.0,,0+,14.0,β−=100,228,
88,Ra,Radium,32562,15,,,15.0,β−=100,229,
88,Ra,Radium,34516,10,,0+,10.0,β−=100,230,
88,Ra,Radium,38216,11,,,11.0,β−=100,231,
88,Ra,Radium,38282,11,,,11.0,IT=100,231,m
88,Ra,Radium,40497,9,,0+,1983.0,β−=100,232,
88,Ra,Radium,44334,9,,,30.0,β−=100,233,
88,Ra,Radium,46931,8,,0+,30.0,β−=100;β−SF?,234,
88,Ra,Radium,51130#,300#,,,,,235,
89,Ac,Actinium,14110,60,80ms60,,60.0,,205,
89,Ac,Actinium,13480,70,25ms7,3+,70.0,,206,
89,Ac,Actinium,13690,30,41ms16,,30.0,,206,m
89,Ac,Actinium,11150,60,31ms8,,60.0,,207,
89,Ac,Actinium,10760,60,97ms15,3+,60.0,,208,
89,Ac,Actinium,11258,28,28ms7,,28.0,,208,m
89,Ac,Actinium,8840,60,94ms10,,8840.0,,209,
89,Ac,Actinium,8760,60,350ms40,,8760.0,,210,
89,Ac,Actinium,7140,50,213ms25,,7140.0,,211,
89,Ac,Actinium,7300,22,895ms28,,7300.0,,212,
89,Ac,Actinium,6141,12,738ms16,,6141.0,,213,
89,Ac,Actinium,6433,14,,,6433.0,α=934;β+=74,214,
89,Ac,Actinium,6031,12,171ms10,,6031.0,α≈100;β+=0.092,215,
89,Ac,Actinium,7827,12,,,7827.0,IT=100,215,m
89,Ac,Actinium,8520#,50#,,,335.0,IT=100,215,n
89,Ac,Actinium,8150,9,,,8150.0,α=100;β+?,216,
89,Ac,Actinium,8188,10,,,8188.0,α=100;β+?,216,m
89,Ac,Actinium,8570#,100#,,,7.0,IT=100,216,n
89,Ac,Actinium,8702,11,,,8702.0,,217,
89,Ac,Actinium,10715,18,,29/2+,18.0,IT=95.491810;α=4.5118,217,m
89,Ac,Actinium,10850,60,,,60.0,α=100,218,
89,Ac,Actinium,10900,90,,,90.0,,218,m
89,Ac,Actinium,11460#,110#,,,103.0,IT=100,218,n
89,Ac,Actinium,11570,50,,,50.0,α=100;β+?,219,
89,Ac,Actinium,13744,6,26.36ms0.19,,1970.0,α=100;β+?,220,
89,Ac,Actinium,14530,60,52ms2,,60.0,α=100,221,
89,Ac,Actinium,16622,5,,,11.0,α=991;β+=11,222,
89,Ac,Actinium,16700,21,,,21.0,,222,m
89,Ac,Actinium,17825,7,,,1.0,,223,
89,Ac,Actinium,20234,4,,,15.0,β+=90.517;α=9.517;β−?,224,
89,Ac,Actinium,21637,5,,,1947.0,α=100;14C=5.3e-1013,225,
89,Ac,Actinium,24309,3,,,96.0,β−=833;ε=173;,226,
89,Ac,Actinium,25849.5,1.9,,,16.0,β−=98.6236;α=1.3836,227,
89,Ac,Actinium,28894.7,2.1,,,14.0,β−=100,228,
89,Ac,Actinium,29430,30,,,30.0,,228,m
89,Ac,Actinium,30690,12,,3/2+,12.0,β−=100,229,
89,Ac,Actinium,33838,16,,,16.0,β−=100;β−SF=1.2e-64,230,
89,Ac,Actinium,35763,13,,1/2+,13.0,β−=100,231,
89,Ac,Actinium,39154,13,,,13.0,β−=100,232,
89,Ac,Actinium,41308,13,,,13.0,β−=100,233,
89,Ac,Actinium,44841,14,,,14.0,β−=100,234,
89,Ac,Actinium,44980,30,,,30.0,,234,m
89,Ac,Actinium,45460,30,,,30.0,,234,n
89,Ac,Actinium,47357,14,,,14.0,β−=100,235,
89,Ac,Actinium,51220,40,,,40.0,β−=100,236,
89,Ac,Actinium,54020#,400#,,,,,237,
90,Th,Thorium,16690,30,2.4ms1.2,0+,30.0,,208,
90,Th,Thorium,16400#,100#,,,,,209,
90,Th,Thorium,16765,25,3.1ms1.2,13/2+,25.0,,209,m
90,Th,Thorium,14060,19,16.0ms3.6,0+,19.0,,210,
90,Th,Thorium,13880,90,48ms20,,90.0,,211,
90,Th,Thorium,12111,10,31.7ms1.3,0+,10.0,,212,
90,Th,Thorium,12120,9,144ms21,,7.0,,213,
90,Th,Thorium,13300,9,,(13/2)+,,IT=100,213,m
90,Th,Thorium,12380#,50#,,,,,213,p
90,Th,Thorium,10695,11,87ms10,0+,11.0,,214,
90,Th,Thorium,12876,11,,,11.0,IT=100,214,m
90,Th,Thorium,10921,6,,,1968.0,α=100,215,
90,Th,Thorium,12390#,50#,,,770.0,IT=100,215,m
90,Th,Thorium,10299,11,26.28ms0.16,0+,11.0,,216,
90,Th,Thorium,12340,12,,8+,12.0,IT=97.29;α=2.89,216,m
90,Th,Thorium,12947,14,,,14.0,IT=100,216,n
90,Th,Thorium,13981,14,,,14.0,IT=100,216,p
90,Th,Thorium,12206,11,,,11.0,α=100,217,
90,Th,Thorium,12879,11,,,11.0,IT=100,217,m
90,Th,Thorium,14510,30,,,30.0,IT=100,217,n
90,Th,Thorium,12367,11,,0+,11.0,α=100,218,
90,Th,Thorium,14460,60,,,60.0,α=100;β+?,219,
90,Th,Thorium,14690,14,,0+,14.0,α=100;ε?,220,
90,Th,Thorium,16940,8,1.75ms0.02,,1970.0,α=100,221,
90,Th,Thorium,17203,10,2.24ms0.03,0+,10.0,α=100;ε?,222,
90,Th,Thorium,19385,8,600ms20,(5/2)+,1.0,α=100,223,
90,Th,Thorium,19996,10,,0+,10.0,α=100;2β+?,224,
90,Th,Thorium,22310,5,,3/2+,1949.0,,225,
90,Th,Thorium,23198,4,,0+,1948.0,α=100;18O<3.2e-12,226,
90,Th,Thorium,25804.8,2.1,,,1906.0,α=100,227,
90,Th,Thorium,26770.9,1.8,,0+,1905.0,α=100;20O=1.13e-1122,228,
90,Th,Thorium,29585.5,2.4,,,1947.0,α=100,229,
90,Th,Thorium,29585.5,2.4,,,1994.0,IT=100,229,m
90,Th,Thorium,30862.5,1.2,,0+,12.0,IS=0.022;α=100;SF<4e-12;,230,
90,Th,Thorium,33815.8,1.2,,5/2+,13.0,β−=100,231,
90,Th,Thorium,35446.7,1.4,14.0Gy0.1,0+,1898.0,IS=99.982;α=100;,232,
90,Th,Thorium,38731.6,1.4,,1/2+,20.0,β−=100,233,
90,Th,Thorium,38737.7,1.4,,,,,233,m
90,Th,Thorium,40613.0,2.6,,0+,1900.0,β−=100;α?,234,
90,Th,Thorium,44018,13,,,13.0,β−=100,235,
90,Th,Thorium,46255,14,,0+,14.0,β−=100,236,
90,Th,Thorium,49955,16,,,16.0,β−=100,237,
90,Th,Thorium,52530#,280#,,0+,15.0,β−=100,238,
90,Th,Thorium,56500#,400#,,,,,239,
91,Pa,Protactinium,22050,70,6ms3,,70.0,,211,
91,Pa,Protactinium,21600,90,5.8ms1.9,,90.0,α=100,212,
91,Pa,Protactinium,19650,60,7.4ms2.4,,60.0,α=100,213,
91,Pa,Protactinium,19460,80,17ms3,,80.0,,214,
91,Pa,Protactinium,17800,80,14ms2,,80.0,α=100,215,
91,Pa,Protactinium,17824,25,105ms12,,25.0,,216,
91,Pa,Protactinium,17055,12,3.8ms0.2,,12.0,α=100;β−?,217,
91,Pa,Protactinium,18915,13,1.08ms0.03,,13.0,α=734;IT?,217,m
91,Pa,Protactinium,18650,18,,,18.0,α=100,218,
91,Pa,Protactinium,18731,20,,,20.0,α=100,218,m
91,Pa,Protactinium,18580,70,,,70.0,α=100;β+?,219,
91,Pa,Protactinium,20278,15,,,15.0,α=100;β+?,220,
91,Pa,Protactinium,20304,22,,,22.0,α=100,220,m
91,Pa,Protactinium,20570,50,,,50.0,α=100,220,n
91,Pa,Protactinium,20370,60,,,60.0,α=100,221,
91,Pa,Protactinium,22060,90,3.8ms0.2,,90.0,α=100,222,
91,Pa,Protactinium,22340,80,5.3ms0.3,,80.0,α=100;β+?,223,
91,Pa,Protactinium,23862,8,844ms19,,15.0,,224,
91,Pa,Protactinium,24360,80,,,80.0,α=100,225,
91,Pa,Protactinium,26034,11,,,11.0,α=745;β+=265,226,
91,Pa,Protactinium,26830,7,,,16.0,α=852;ε=152,227,
91,Pa,Protactinium,28924,4,,3+,22.0,β+=98.1517;α=1.8517,228,
91,Pa,Protactinium,29897,3,,5/2+,1949.0,ε=99.515;α=0.495,229,
91,Pa,Protactinium,29909,3,,,420.0,IT=100,229,m
91,Pa,Protactinium,32174,3,,,14.0,β+=92.27;β−=7.87;,230,
91,Pa,Protactinium,33424.3,1.8,,,1918.0,IS=100;α=100;SF<3e-10;,231,
91,Pa,Protactinium,35947,8,,,6.0,,232,
91,Pa,Protactinium,37489.4,1.3,,,20.0,β−=100,233,
91,Pa,Protactinium,40339,4,,4+,7.0,β−=100,234,
91,Pa,Protactinium,40417.9,2.8,,,79.0,β−≈100;IT=0.164,234,m
91,Pa,Protactinium,42289,14,,,14.0,β−=100,235,
91,Pa,Protactinium,45334,14,,,14.0,β−=100;β−SF=6e-84,236,
91,Pa,Protactinium,47528,13,,1/2+,13.0,β−=100,237,
91,Pa,Protactinium,50894,16,,,16.0,β−=100;β−SF<2.6e-6,238,
91,Pa,Protactinium,53340#,200#,,,14.0,β−=100,239,
91,Pa,Protactinium,57010#,200#,,,,,240,
91,Pa,Protactinium,59740#,300#,,,,,241,
92,U,Uranium,24890,100,1.4ms0.9,,100.0,α=?;β+?,215,
92,U,Uranium,23066,28,6.9ms2.9,0+,28.0,α=100,216,
92,Um,Uranium,25320,30,1.4ms0.9,,30.0,α=100,216,m
92,U,Uranium,22970#,80#,,,850.0,,217,
92,U,Uranium,21895,14,,0+,14.0,α=100,218,
92,Um,Uranium,24004,18,,,18.0,α≈100;IT=?,218,m
92,U,Uranium,23296,13,,,13.0,α=100;β+?,219,
92,U,Uranium,23010#,100#,,0+,,,220,
92,U,Uranium,24520,70,,,70.0,,221,
92,U,Uranium,24270,50,,0+,50.0,α=100;β+?,222,
92,U,Uranium,26050,60,,,60.0,α=100;β+?,223,
92,U,Uranium,25743,15,,0+,15.0,α=100;β+?,224,
